ds,y,add_1,add_2,add_3
2020-03-06 14:30:00,1256955.0,4,0,0
2020-03-06 14:45:00,1256896.0,4,0,0
2020-03-06 15:00:00,1257124.0,4,0,0
2020-03-06 15:15:00,1257336.0,4,0,0
2020-03-06 15:30:00,1257801.0,4,0,0
2020-03-06 15:45:00,1257813.0,4,0,0
2020-03-06 16:00:00,1257874.0,4,0,0
2020-03-06 16:15:00,1258431.0,4,0,0
2020-03-06 16:30:00,1258733.0,4,0,0
2020-03-06 16:45:00,1259193.0,4,0,0
2020-03-06 17:00:00,1259948.0,4,0,0
2020-03-06 17:15:00,1260715.0,4,0,0
2020-03-06 17:30:00,1261207.0,4,0,0
2020-03-06 17:45:00,1261567.0,4,0,0
2020-03-06 18:00:00,1261983.0,4,0,0
2020-03-06 18:15:00,1262376.0,4,0,0
2020-03-06 18:30:00,1262846.0,4,0,0
2020-03-06 18:45:00,1262940.0,4,0,0
2020-03-06 19:00:00,1263068.0,4,0,0
2020-03-06 19:15:00,1262976.0,4,0,0
2020-03-06 19:30:00,1263009.0,4,0,0
2020-03-06 19:45:00,1262743.0,4,0,0
2020-03-06 20:00:00,1262319.0,4,0,0
2020-03-06 20:15:00,1261565.0,4,0,0
2020-03-06 20:30:00,1260899.0,4,0,0
2020-03-06 20:45:00,1259794.0,4,0,0
2020-03-06 21:00:00,1258577.0,4,0,0
2020-03-06 21:15:00,1256740.0,4,0,0
2020-03-06 21:30:00,1254291.0,4,0,0
2020-03-06 21:45:00,1251224.0,4,0,0
2020-03-06 22:00:00,1247728.0,4,0,0
2020-03-06 22:15:00,1243177.0,4,0,0
2020-03-06 22:30:00,1237515.0,4,0,0
2020-03-06 22:45:00,1231714.0,4,0,0
2020-03-06 23:00:00,1224441.0,4,0,0
2020-03-06 23:15:00,1217755.0,4,0,0
2020-03-06 23:30:00,1210385.0,4,0,0
2020-03-06 23:45:00,1203381.0,4,0,0
2020-03-07 00:00:00,1195840.0,5,0,0
2020-03-07 00:15:00,1189425.0,5,0,0
2020-03-07 00:30:00,1183197.0,5,0,0
2020-03-07 00:45:00,1177227.0,5,0,0
2020-03-07 01:00:00,1171535.0,5,0,0
2020-03-07 01:15:00,1166749.0,5,0,0
2020-03-07 01:30:00,1162538.0,5,0,0
2020-03-07 01:45:00,1159313.0,5,0,0
2020-03-07 02:00:00,1155566.0,5,0,0
2020-03-07 02:15:00,1153036.0,5,0,0
2020-03-07 02:30:00,1150598.0,5,0,0
2020-03-07 02:45:00,1148835.0,5,0,0
2020-03-07 03:00:00,1146996.0,5,0,0
2020-03-07 03:15:00,1145662.0,5,0,0
2020-03-07 03:30:00,1144660.0,5,0,0
2020-03-07 03:45:00,1143968.0,5,0,0
2020-03-07 04:00:00,1143029.0,5,0,0
2020-03-07 04:15:00,1142710.0,5,0,0
2020-03-07 04:30:00,1142492.0,5,0,0
2020-03-07 04:45:00,1142589.0,5,0,0
2020-03-07 05:00:00,1142918.0,5,0,0
2020-03-07 05:15:00,1143590.0,5,0,0
2020-03-07 05:30:00,1144720.0,5,0,0
2020-03-07 05:45:00,1146923.0,5,0,0
2020-03-07 06:00:00,1149097.0,5,0,0
2020-03-07 06:15:00,1151663.0,5,0,0
2020-03-07 06:30:00,1155235.0,5,0,0
2020-03-07 06:45:00,1159882.0,5,0,0
2020-03-07 07:00:00,1164929.0,5,0,0
2020-03-07 07:15:00,1169935.0,5,0,0
2020-03-07 07:30:00,1175244.0,5,0,0
2020-03-07 07:45:00,1180946.0,5,0,0
2020-03-07 08:00:00,1187080.0,5,0,0
2020-03-07 08:15:00,1192940.0,5,0,0
2020-03-07 08:30:00,1198664.0,5,0,0
2020-03-07 08:45:00,1204552.0,5,0,0
2020-03-07 09:00:00,1210110.0,5,0,0
2020-03-07 09:15:00,1215897.0,5,0,0
2020-03-07 09:30:00,1220836.0,5,0,0
2020-03-07 09:45:00,1225719.0,5,0,0
2020-03-07 10:00:00,1230205.0,5,0,0
2020-03-07 10:15:00,1233939.0,5,0,0
2020-03-07 10:30:00,1237337.0,5,0,0
2020-03-07 10:45:00,1240055.0,5,0,0
2020-03-07 11:00:00,1242583.0,5,0,0
2020-03-07 11:15:00,1244570.0,5,0,0
2020-03-07 11:30:00,1246855.0,5,0,0
2020-03-07 11:45:00,1248491.0,5,0,0
2020-03-07 12:00:00,1249927.0,5,0,0
2020-03-07 12:15:00,1251564.0,5,0,0
2020-03-07 12:30:00,1252910.0,5,0,0
2020-03-07 12:45:00,1253679.0,5,0,0
2020-03-07 13:00:00,1254725.0,5,0,0
2020-03-07 13:15:00,1255143.0,5,0,0
2020-03-07 13:30:00,1255354.0,5,0,0
2020-03-07 13:45:00,1255250.0,5,0,0
2020-03-07 14:00:00,1255704.0,5,0,0
2020-03-07 14:15:00,1255716.0,5,0,0
2020-03-07 14:30:00,1255952.0,5,0,0
2020-03-07 14:45:00,1256245.0,5,0,0
2020-03-07 15:00:00,1256553.0,5,0,0
2020-03-07 15:15:00,1257084.0,5,0,0
2020-03-07 15:30:00,1257474.0,5,0,0
2020-03-07 15:45:00,1257941.0,5,0,0
2020-03-07 16:00:00,1258308.0,5,0,0
2020-03-07 16:15:00,1258572.0,5,0,0
2020-03-07 16:30:00,1258926.0,5,0,0
2020-03-07 16:45:00,1259517.0,5,0,0
2020-03-07 17:00:00,1260299.0,5,0,0
2020-03-07 17:15:00,1260863.0,5,0,0
2020-03-07 17:30:00,1261332.0,5,0,0
2020-03-07 17:45:00,1261733.0,5,0,0
2020-03-07 18:00:00,1261975.0,5,0,0
2020-03-07 18:15:00,1262150.0,5,0,0
2020-03-07 18:30:00,1262097.0,5,0,0
