ds,y,add_1,add_2,add_3
2020-06-13 23:45:00,1326823.0,5,0,0
2020-06-14 00:00:00,1318595.0,6,0,0
2020-06-14 00:15:00,1311064.0,6,0,0
2020-06-14 00:30:00,1303407.0,6,0,0
2020-06-14 00:45:00,1296796.0,6,0,0
2020-06-14 01:00:00,1290122.0,6,0,0
2020-06-14 01:15:00,1284911.0,6,0,0
2020-06-14 01:30:00,1280161.0,6,0,0
2020-06-14 01:45:00,1276306.0,6,0,0
2020-06-14 02:00:00,1272147.0,6,0,0
2020-06-14 02:15:00,1268791.0,6,0,0
2020-06-14 02:30:00,1266115.0,6,0,0
2020-06-14 02:45:00,1263930.0,6,0,0
2020-06-14 03:00:00,1262083.0,6,0,0
2020-06-14 03:15:00,1260781.0,6,0,0
2020-06-14 03:30:00,1259649.0,6,0,0
2020-06-14 03:45:00,1258609.0,6,0,0
2020-06-14 04:00:00,1257811.0,6,0,0
2020-06-14 04:15:00,1257274.0,6,0,0
2020-06-14 04:30:00,1257082.0,6,0,0
2020-06-14 04:45:00,1257458.0,6,0,0
2020-06-14 05:00:00,1257825.0,6,0,0
2020-06-14 05:15:00,1258843.0,6,0,0
2020-06-14 05:30:00,1260545.0,6,0,0
2020-06-14 05:45:00,1263733.0,6,0,0
2020-06-14 06:00:00,1266978.0,6,0,0
2020-06-14 06:15:00,1270357.0,6,0,0
2020-06-14 06:30:00,1273951.0,6,0,0
2020-06-14 06:45:00,1278605.0,6,0,0
2020-06-14 07:00:00,1283428.0,6,0,0
2020-06-14 07:15:00,1288657.0,6,0,0
2020-06-14 07:30:00,1294291.0,6,0,0
2020-06-14 07:45:00,1301067.0,6,0,0
2020-06-14 08:00:00,1307912.0,6,0,0
2020-06-14 08:15:00,1314481.0,6,0,0
2020-06-14 08:30:00,1320993.0,6,0,0
2020-06-14 08:45:00,1327411.0,6,0,0
2020-06-14 09:00:00,1334257.0,6,0,0
2020-06-14 09:15:00,1340524.0,6,0,0
2020-06-14 09:30:00,1346758.0,6,0,0
2020-06-14 09:45:00,1352155.0,6,0,0
2020-06-14 10:00:00,1356931.0,6,0,0
2020-06-14 10:15:00,1361504.0,6,0,0
2020-06-14 10:30:00,1365555.0,6,0,0
2020-06-14 10:45:00,1368968.0,6,0,0
2020-06-14 11:00:00,1371861.0,6,0,0
2020-06-14 11:15:00,1374728.0,6,0,0
2020-06-14 11:30:00,1376933.0,6,0,0
2020-06-14 11:45:00,1378907.0,6,0,0
2020-06-14 12:00:00,1381108.0,6,0,0
2020-06-14 12:15:00,1382728.0,6,0,0
2020-06-14 12:30:00,1383856.0,6,0,0
2020-06-14 12:45:00,1384795.0,6,0,0
2020-06-14 13:00:00,1385675.0,6,0,0
2020-06-14 13:15:00,1386088.0,6,0,0
2020-06-14 13:30:00,1386585.0,6,0,0
2020-06-14 13:45:00,1386926.0,6,0,0
2020-06-14 14:00:00,1387181.0,6,0,0
2020-06-14 14:15:00,1387544.0,6,0,0
2020-06-14 14:30:00,1387523.0,6,0,0
2020-06-14 14:45:00,1387943.0,6,0,0
2020-06-14 15:00:00,1388384.0,6,0,0
2020-06-14 15:15:00,1388624.0,6,0,0
2020-06-14 15:30:00,1388773.0,6,0,0
2020-06-14 15:45:00,1389139.0,6,0,0
2020-06-14 16:00:00,1389582.0,6,0,0
2020-06-14 16:15:00,1389956.0,6,0,0
2020-06-14 16:30:00,1390100.0,6,0,0
2020-06-14 16:45:00,1390337.0,6,0,0
2020-06-14 17:00:00,1390448.0,6,0,0
2020-06-14 17:15:00,1390592.0,6,0,0
2020-06-14 17:30:00,1390911.0,6,0,0
2020-06-14 17:45:00,1390874.0,6,0,0
2020-06-14 18:00:00,1390828.0,6,0,0
2020-06-14 18:15:00,1390961.0,6,0,0
2020-06-14 18:30:00,1390759.0,6,0,0
2020-06-14 18:45:00,1390155.0,6,0,0
2020-06-14 19:00:00,1390047.0,6,0,0
2020-06-14 19:15:00,1389585.0,6,0,0
2020-06-14 19:30:00,1389361.0,6,0,0
2020-06-14 19:45:00,1388598.0,6,0,0
2020-06-14 20:00:00,1387854.0,6,0,0
2020-06-14 20:15:00,1387237.0,6,0,0
2020-06-14 20:30:00,1386244.0,6,0,0
2020-06-14 20:45:00,1384605.0,6,0,0
2020-06-14 21:00:00,1383218.0,6,0,0
2020-06-14 21:15:00,1380710.0,6,0,0
2020-06-14 21:30:00,1377518.0,6,0,0
2020-06-14 21:45:00,1373701.0,6,0,0
2020-06-14 22:00:00,1369267.0,6,0,0
2020-06-14 22:15:00,1363649.0,6,0,0
2020-06-14 22:30:00,1356736.0,6,0,0
2020-06-14 22:45:00,1349616.0,6,0,0
2020-06-14 23:00:00,1341085.0,6,0,0
2020-06-14 23:15:00,1332596.0,6,0,0
2020-06-14 23:30:00,1324398.0,6,0,0
2020-06-14 23:45:00,1316668.0,6,0,0
2020-06-15 00:00:00,1308206.0,0,0,0
2020-06-15 00:15:00,1301311.0,0,0,0
2020-06-15 00:30:00,1294810.0,0,0,0
2020-06-15 00:45:00,1288897.0,0,0,0
2020-06-15 01:00:00,1283221.0,0,0,0
2020-06-15 01:15:00,1278835.0,0,0,0
2020-06-15 01:30:00,1275159.0,0,0,0
2020-06-15 01:45:00,1272047.0,0,0,0
2020-06-15 02:00:00,1268671.0,0,0,0
2020-06-15 02:15:00,1266576.0,0,0,0
2020-06-15 02:30:00,1264691.0,0,0,0
2020-06-15 02:45:00,1263220.0,0,0,0
2020-06-15 03:00:00,1261829.0,0,0,0
